Date,At&t,Xom,BA,Wmt,Wix
9/23/2019,37.599998,72.129997,377.029999,117.620003,120.970001
9/24/2019,37.380001,71.139999,381.649994,118.400002,115.540001
9/25/2019,37.380001,71.349998,386.200012,118.470001,117.910004
9/26/2019,37.380001,70.970001,386.890015,118.300003,117.389999
9/27/2019,37.43,71.480003,382.859985,118.449997,115.099998
9/30/2019,37.84,70.610001,380.470001,118.68,116.739998
10/1/2019,37.41,68.949997,374.940002,117.849998,114.209999
10/2/2019,37.080002,67.150002,367.359985,116.120003,114.080002
10/3/2019,37.189999,67.980003,372.070007,116.309998,120.379997
10/4/2019,37.509998,68.970001,375.700012,118.160004,123.5
10/7/2019,37.66,68.019997,376.540009,117.230003,123.57
10/8/2019,37.48,66.699997,374.100006,117.580002,122.010002
10/9/2019,37.049999,67.440002,374.959991,118.93,122.849998
10/10/2019,37.419998,68.25,371,119.610001,124.75
10/11/2019,37.580002,68.980003,374.920013,120.239998,125.870003
10/14/2019,37.470001,69.18,373.179993,119.169998,125.669998
10/15/2019,37.900002,69.419998,370.959991,119.529999,124.889999
10/16/2019,37.790001,68.230003,372.429993,119.419998,123.110001
10/17/2019,37.810001,68.139999,369.059998,119.839996,123.839996
10/18/2019,38.470001,67.610001,344,119.139999,118.550003
10/21/2019,38.23,68.739998,331.059998,119.739998,119.400002
10/22/2019,38.169998,69.089996,337,119.580002,114.309998
10/23/2019,37.740002,69.75,340.5,119.349998,116.559998
10/24/2019,36.82,69.089996,344.549988,119.099998,119.949997
10/25/2019,36.91,69.25,339.829987,119.040001,120.720001
10/28/2019,38.490002,68.639999,340.880005,119.220001,123.879997
10/29/2019,38.060001,68.440002,348.929993,117.150002,122.970001
10/30/2019,38.200001,67.720001,346.059998,118.099998,124.510002
10/31/2019,38.490002,67.57,339.910004,117.260002,122.07
11/1/2019,38.950001,69.599998,345.190002,117.620003,126.580002
11/4/2019,38.889999,71.669998,351.089996,117.57,129.080002
11/5/2019,39.169998,73.089996,358.290009,118.860001,127.919998
11/6/2019,39.25,71.489998,354.190002,119.5,127.18
11/7/2019,39.419998,73.010002,357.309998,120.230003,126.660004
11/8/2019,39.380001,70.769997,351,119.440002,128.100006
11/11/2019,39.369999,70.339996,366.959991,119.040001,127.279999
11/12/2019,39.169998,69.370003,362.880005,119.120003,132.029999
11/13/2019,39.16,68.800003,362.5,120.980003,135.699997
11/14/2019,38.950001,68.5,367.440002,120.650002,125.199997
11/15/2019,39.5,69.190002,371.679993,118.870003,130.369995
11/18/2019,39.630001,68.519997,369.459991,120.25,126.629997
11/19/2019,38,67.82,367,119.889999,127.059998
11/20/2019,37.18,68.029999,370.910004,119.129997,125.849998
11/21/2019,37.599998,69.669998,366.440002,119.860001,120.709999
11/22/2019,37.75,69.370003,371.339996,119.360001,120.900002
11/25/2019,37.259998,68.910004,373.130005,118.919998,121.919998
11/26/2019,37.400002,68.739998,373.51001,119.190002,121.029999
11/27/2019,37.66,68.699997,368,118.760002,122
11/29/2019,37.380001,68.129997,366.179993,119.089996,120.889999
12/2/2019,37.32,68.419998,355.179993,119.279999,120.419998
12/3/2019,37.549999,67.879997,352.079987,118.669998,122.489998
12/4/2019,38.099998,68.650002,348.839996,118.690002,121.220001
12/5/2019,38.189999,68.410004,345.679993,118.660004,118.75
12/6/2019,38.200001,69.510002,354.089996,119.779999,119.860001
12/9/2019,38.040001,69.660004,351.209991,119.360001,118.639999
12/10/2019,38.060001,69.059998,347.899994,119.139999,119.050003
12/11/2019,38.169998,68.959999,350,119,119.550003
12/12/2019,38.349998,70.339996,346.290009,119.760002,119.040001
12/13/2019,38.259998,69.230003,341.670013,120.290001,119.080002
12/16/2019,38.59,70,327,120.540001,119.18
12/17/2019,38.5,69.68,327,121.279999,119.599998
12/18/2019,38.740002,69.870003,330.679993,119.860001,118.739998
12/19/2019,38.93,69.389999,333.5,120.080002,121.160004
12/20/2019,39.150002,69.940002,328,120.290001,117.290001
12/23/2019,39.07,70.290001,337.549988,119.029999,116.75
12/24/2019,38.959999,70.019997,333,119.510002,120.18
12/26/2019,39.16,70.129997,329.920013,119.519997,121.709999
12/27/2019,39.240002,69.889999,330.140015,119.589996,121.815002
12/30/2019,39.040001,69.480003,326.399994,119.400002,121.25
12/31/2019,39.080002,69.779999,325.76001,118.839996,122.379997
1/2/2020,38.860001,70.900002,333.320007,118.940002,127.550003
1/3/2020,39.060001,70.330002,332.76001,117.889999,128.919998
1/6/2020,39.099998,70.870003,333.73999,117.650002,131.630005
1/7/2020,39.25,70.290001,337.279999,116.559998,130.009995
1/8/2020,39.369999,69.230003,331.369995,116.160004,133.779999
1/9/2020,38.799999,69.760002,336.339996,117.360001,140.080002
1/10/2020,38.57,69.139999,329.920013,116.379997,140.259995
1/13/2020,38.099998,69.800003,330.220001,115.879997,142.429993
1/14/2020,38.09,69.199997,332.350006,116.18,142.740005
1/15/2020,37.869999,69.089996,329.799988,115.279999,141.970001
1/16/2020,38.029999,68.82,332,115.900002,142.669998
1/17/2020,38.380001,68.559998,324.149994,114.959999,140.270004
1/21/2020,38.52,67.580002,313.369995,115.589996,140.380005
1/22/2020,39.040001,67.190002,309,116.099998,140.009995
1/23/2020,38.630001,66.769997,317.790009,115.809998,140.410004
1/24/2020,38.5,66.32,323.049988,114.370003,141.029999
1/27/2020,38.25,64.739998,316.600006,115.860001,139.630005
1/28/2020,38.580002,64.650002,316.559998,116.599998,142.800003
1/29/2020,37.049999,64.110001,322.019989,115.889999,143.399994
1/30/2020,37.43,64.790001,323.299988,116.580002,144.910004
1/31/2020,37.619999,62.119999,318.269989,114.489998,142.690002
2/3/2020,36.959999,60.73,316,114.269997,145.210007
2/4/2020,37.630001,59.970001,317.940002,115.269997,148.279999
2/5/2020,37.810001,62.73,329.549988,116.809998,145.5
2/6/2020,38.439999,61.880001,341.429993,116.309998,147.070007
2/7/2020,38.450001,61.470001,336.75,116.449997,145.050003
2/10/2020,38.34,59.959999,344.670013,115.25,145.800003
2/11/2020,38.169998,60.529999,344.420013,115.400002,144.320007
2/12/2020,38.040001,61.27,347.450012,115.849998,145
2/13/2020,38.310001,60.93,342.820007,117.440002,146.740005
2/14/2020,38.25,60.650002,340.48999,117.889999,148.259995
2/18/2020,38.259998,59.880001,338.880005,119.629997,151.740005
2/19/2020,38.439999,60.34,338.299988,117.68,155.240005
2/20/2020,38.610001,59.860001,336.279999,117.690002,141.679993
2/21/2020,38.549999,59.130001,330.380005,118.580002,137.309998
2/24/2020,38.049999,56.360001,317.899994,116.32,131.5
2/25/2020,37.349998,54.200001,304.140015,114.389999,133.690002
2/26/2020,37.099998,53.009998,305.589996,113.779999,132.5
2/27/2020,35.73,49.82,287.76001,110.400002,134.119995
2/28/2020,35.220001,51.439999,275.109985,107.68,134.029999
3/2/2020,37.18,53.880001,289.269989,115.879997,138.720001
3/3/2020,36.299999,51.299999,280.619995,112.910004,135.130005
3/4/2020,38.18,52.419998,283.119995,116.769997,140.710007
3/5/2020,37.18,50.110001,260.369995,115.919998,137.179993
3/6/2020,37.029999,47.689999,262.329987,117.230003,136.25
3/9/2020,34.689999,41.860001,227.169998,117.160004,116.089996
3/10/2020,35.849998,43.41,231.009995,119.790001,120.900002
3/11/2020,34.52,41.98,189.080002,114.43,114.980003
3/12/2020,31.33,37.18,154.839996,104.050003,104.720001
3/13/2020,34.470001,38.119999,170.199997,114.099998,112.5
3/16/2020,31.809999,34.490002,129.610001,106.760002,88
3/17/2020,33.740002,36.810001,124.139999,119.260002,91.459999
3/18/2020,32.849998,33.119999,101.889999,122.580002,81.5
3/19/2020,31.15,34.43,97.709999,119.449997,102.139999
3/20/2020,28.450001,32.740002,95.010002,113.970001,97.220001
3/23/2020,26.77,31.450001,105.620003,114.279999,94.480003
3/24/2020,28.09,35.439999,127.68,115.029999,107.099998
3/25/2020,28.4,37.290001,158.729996,109.400002,114.760002
3/26/2020,30.6,38.82,180.550003,109.82,119.800003
3/27/2020,29.84,36.950001,162,109.580002,106.260002
3/30/2020,30.23,37.5,152.279999,115.190002,104.480003
3/31/2020,29.15,37.970001,149.139999,113.620003,100.82
4/1/2020,28.049999,37.529999,130.699997,114.139999,92.620003
4/2/2020,28.76,40.400002,123.269997,118.650002,93.849998
4/3/2020,27.459999,39.209999,124.519997,119.480003,94.290001
4/6/2020,29.440001,40.470001,148.770004,126.07,103.580002
4/7/2020,30.08,41.240002,141.580002,121.989998,106.010002
4/8/2020,29.889999,43.849998,146.869995,121.839996,115.989998
4/9/2020,30.73,43.130001,151.839996,121.800003,114.459999
4/13/2020,30.190001,42.759998,147.330002,125.300003,120.709999
4/14/2020,31.129999,42.43,141,129,123.339996
4/15/2020,30.09,40.48,145.979996,128.759995,118.410004
4/16/2020,30.16,39.150002,134.240005,132.330002,122.900002
4/17/2020,31.23,43.220001,154,132.119995,126.239998
4/20/2020,30.98,41.18,143.610001,129.850006,130.630005
4/21/2020,29.870001,40.959999,136.330002,129.210007,126.43
4/22/2020,29.469999,42.130001,134.970001,131.589996,135.679993
4/23/2020,29.5,43.450001,137.740005,128.529999,132.660004
4/24/2020,29.709999,43.73,128.979996,129.440002,134.360001
4/27/2020,30.540001,43.939999,128.679993,128.300003,132.5
4/28/2020,30.65,44.970001,131.300003,128,127.849998
4/29/2020,31.43,47.459999,139,123.599998,134.240005
4/30/2020,30.469999,46.470001,141.020004,121.550003,130.809998
5/1/2020,29.9,43.139999,133.369995,122.919998,124.18
5/4/2020,29.6,44.880001,131.460007,123.699997,125.690002
5/5/2020,29.74,44.830002,125.400002,124.730003,132.350006
5/6/2020,28.790001,43.990002,121.860001,123.300003,143.720001
5/7/2020,28.889999,44.240002,128.649994,121.889999,149.899994
5/8/2020,29.790001,46.18,133.440002,122.940002,159.949997
5/11/2020,29.379999,45.740002,128.910004,123.669998,165.830002
5/12/2020,28.889999,44.119999,125.220001,123.779999,165.580002
5/13/2020,28.09,41.93,121.5,123.709999,166.199997
5/14/2020,28.58,42.299999,122.519997,123.419998,189.589996
5/15/2020,28.309999,42,120,125.940002,201.779999
5/18/2020,29.450001,45.34,135.440002,127.660004,193.759995
5/19/2020,28.959999,43.939999,130.440002,124.949997,191.679993
5/20/2020,29.59,45.369999,133.320007,125.449997,202.970001
5/21/2020,29.77,44.560001,139,124.989998,206.809998
5/22/2020,29.879999,44.599998,137.529999,124.330002,215.210007
5/26/2020,30.82,45.91,144.729996,123.860001,209.759995
5/27/2020,31.85,46.240002,149.520004,122.480003,205.960007
5/28/2020,31.059999,45.040001,149.820007,123.690002,207.399994
5/29/2020,30.860001,45.470001,145.850006,124.059998,222.330002
6/1/2020,30.93,46.279999,151.389999,123.959999,220.970001
6/2/2020,30.99,47.310001,153.309998,123.940002,228.190002
6/3/2020,31.51,49.240002,173.160004,123.470001,227.820007
6/4/2020,31.799999,49.099998,184.300003,122.110001,219.75
6/5/2020,32.77,53.080002,205.429993,121.559998,213.289993
6/8/2020,33.23,54.740002,230.5,121.239998,215.229996
6/9/2020,32.619999,53.52,216.740005,121.349998,215.869995
6/10/2020,32.139999,50.650002,203.410004,121.160004,221.580002
6/11/2020,30.17,46.18,170,120.089996,215.910004
6/12/2020,30.5,47.169998,189.509995,117.739998,216.059998
6/15/2020,30.5,47.139999,190.940002,118.080002,221.199997
6/16/2020,30.780001,48.200001,197.770004,119.650002,221.380005
6/17/2020,30.26,46.630001,192.539993,119.029999,228.369995
6/18/2020,30.35,46.919998,192.289993,117.989998,231.880005
6/19/2020,30.309999,45.98,187.020004,119.849998,236.850006
6/22/2020,30.110001,46.419998,188.520004,121.68,243.850006
6/23/2020,30.25,46.700001,187.880005,121.07,243.320007
6/24/2020,29.42,44.5,176.690002,120.300003,241.279999
6/25/2020,29.719999,45.169998,174.880005,119.709999,253.699997
6/26/2020,29.08,43.619999,170.009995,118.32,251.830002
6/29/2020,29.91,44.32,194.490005,119.059998,249.699997
6/30/2020,30.23,44.720001,183.300003,119.779999,256.220001
7/1/2020,29.9,43.709999,180.320007,119.690002,265.769989
7/2/2020,30.08,44.080002,180.809998,119.209999,272.850006
7/6/2020,30.49,44.389999,187.910004,118.889999,276.559998
7/7/2020,30.32,43.240002,178.880005,126.949997,282.809998
7/8/2020,30.459999,43.139999,180.080002,124.440002,292.119995
7/9/2020,29.540001,41.360001,173.279999,127.75,296.709991
7/10/2020,30.129999,42.650002,178.440002,130.679993,294.230011
7/13/2020,29.76,42.66,175.649994,129.520004,281
7/14/2020,29.959999,44.07,179.960007,132.009995,279.820007
7/15/2020,30.01,44.630001,187.940002,132,273.679993
7/16/2020,30.389999,44.279999,178.699997,132.199997,271.420013
7/17/2020,30.25,43.52,175.660004,131.740005,270.299988
7/20/2020,29.85,42.5,174.419998,131.470001,282.179993
7/21/2020,30.25,44.650002,178.630005,132.330002,275.690002
7/22/2020,30.16,43.610001,179.789993,132.660004,273.549988
7/23/2020,29.9,43.700001,176.449997,131.639999,269.75
7/24/2020,29.57,43.43,173.759995,131.240005,267.470001
7/27/2020,29.290001,44.07,170.210007,131.210007,272.470001
7/28/2020,29.690001,43.549999,170.839996,131.759995,269.709991
7/29/2020,29.559999,44.029999,166.009995,130.690002,279.380005
7/30/2020,29.57,41.869999,161.949997,130.119995,284.920013
7/31/2020,29.58,42.080002,158,129.399994,290.480011
8/3/2020,29.620001,42.25,162.270004,129.300003,302.529999
8/4/2020,30.01,43.470001,165.070007,131.639999,304.549988
8/5/2020,29.85,43.849998,174.279999,129.809998,309.589996
8/6/2020,29.84,43.639999,172.199997,129.350006,307.980011
8/7/2020,30.02,43.439999,170.020004,129.970001,291.600006
8/10/2020,30.200001,44.509998,179.410004,131.880005,277.940002
8/11/2020,30.200001,44.970001,180.130005,130.199997,268.589996
8/12/2020,30.18,44.09,175.440002,131.889999,271.799988
8/13/2020,29.91,43.009998,174.729996,131.850006,278.470001
8/14/2020,30.01,43.200001,178.080002,132.600006,277.679993
8/17/2020,29.85,42.639999,172.009995,135.600006,282.690002
8/18/2020,29.790001,42.43,170.229996,134.710007,286.799988
8/19/2020,29.73,41.959999,169.270004,132.410004,285.609985
8/20/2020,29.67,41.32,169.580002,130.570007,294.470001
8/21/2020,29.690001,41.009998,167.5,131.630005,284.399994
8/24/2020,30.030001,42.220001,178.270004,131.330002,279.23999
8/25/2020,29.9,40.880001,174.729996,130.630005,292.790009
8/26/2020,29.99,40.009998,171.899994,130.699997,296.929993
8/27/2020,29.9,39.740002,174.199997,136.630005,291.049988
8/28/2020,30.040001,40.689999,175.800003,140.300003,291.970001
8/31/2020,29.809999,39.939999,171.820007,138.850006,294.630005
9/1/2020,29.469999,39.43,172.100006,147.589996,299.709991
9/2/2020,29.700001,39.189999,174.779999,147.679993,296.959991
9/3/2020,29.59,39.110001,168.770004,144.539993,271.25
9/4/2020,29.42,39.080002,171.050003,142.830002,258.48999
9/8/2020,29.51,38.18,161.080002,138.449997,249.779999
9/9/2020,29.370001,37.950001,160.779999,139.889999,262.279999
9/10/2020,28.91,37,157.690002,136.809998,258.130005
9/11/2020,29,36.900002,160.229996,136.699997,254.100006
9/14/2020,29.139999,36.66,165.350006,137.320007,254.550003
9/15/2020,29.120001,36.27,163.490005,137.360001,260.040009
9/16/2020,29.24,37.810001,167.460007,136.259995,254.259995
9/17/2020,29.07,37.799999,167.529999,136.690002,253.389999
9/18/2020,28.93,37.189999,161.139999,135.289993,252.279999
9/21/2020,28.629999,36.43,156.350006,137.070007,254.520004
9/22/2020,28.51,35.529999,156.800003,138.309998,259.269989
9/23/2020,27.870001,34.389999,151.179993,135.990005,250.220001
9/24/2020,28.040001,34.32,146.050003,136.699997,248.460007
9/25/2020,28.040001,34.639999,156.029999,137.270004,248.25
9/28/2020,28.379999,35.310001,166.080002,137.25,254.669998
9/29/2020,28.299999,34.279999,163.600006,137.139999,255.5
9/30/2020,28.51,34.330002,165.259995,139.910004,254.850006
10/1/2020,28.49,33.130001,167.860001,143.080002,269.450012
10/2/2020,28.68,32.98,168.080002,140.5,253.570007
10/5/2020,28.67,33.740002,171.199997,141.800003,267.910004
10/6/2020,28.709999,33.389999,159.539993,140.630005,265.380005
10/7/2020,28.799999,33.5,164.610001,140.889999,281.809998
10/8/2020,28.610001,35.259998,168,141.360001,279.670013
10/9/2020,28.32,34.740002,167.330002,142.779999,291.820007
10/12/2020,28.129999,34.630001,167.350006,144.25,290.559998
10/13/2020,27.75,34.220001,162.139999,146.229996,295.640015
10/14/2020,27.49,34.150002,163.240005,143.940002,287.670013
10/15/2020,27.450001,34.450001,164.240005,144.529999,283.5
10/16/2020,27.33,34.099998,167.350006,144.710007,276.359985
10/19/2020,26.879999,33.419998,167.110001,142.949997,278.299988
10/20/2020,26.76,33.700001,167.240005,143.899994,278.649994
10/21/2020,26.719999,33.16,163.860001,144.399994,271.540009
10/22/2020,28.280001,34.860001,169.070007,143.550003,264.160004
10/23/2020,27.82,34.16,167.360001,143.850006,271.869995
10/26/2020,27.379999,33.349998,160.830002,142.160004,265.690002
10/27/2020,26.92,32.82,155.240005,142.869995,268
10/28/2020,26.5,31.57,148.139999,140.039993,262.869995
10/29/2020,26.76,32.970001,148.289993,139.919998,264.089996
10/30/2020,27.02,32.619999,144.389999,138.75,247.320007
11/2/2020,27.34,33.990002,148.600006,140.399994,253.240005
11/3/2020,27.459999,33.41,153.649994,142.779999,244.850006
11/4/2020,27.040001,33.23,151.630005,141.960007,266.109985
11/5/2020,27.51,33.169998,157.089996,143.470001,278.119995
11/6/2020,27.440001,32.779999,157.740005,145.770004,286.290009
11/9/2020,28.299999,36.93,179.360001,143.539993,254
11/10/2020,28.85,36.860001,188.690002,145.559998,244.169998
11/11/2020,28.73,36.48,182.149994,147.979996,269.779999
11/12/2020,28.440001,35.23,176.720001,148.229996,255.070007
11/13/2020,28.91,36.080002,187.110001,150.539993,244.259995
11/16/2020,28.969999,38.16,202.399994,152.440002,241.440002
11/17/2020,29.030001,38.669998,210.050003,149.369995,249.050003
11/18/2020,28.620001,37.209999,203.300003,149.089996,248.169998
11/19/2020,28.280001,37.400002,205.669998,152.119995,257.339996
11/20/2020,28.32,36.939999,199.619995,150.240005,256.670013
11/23/2020,28.620001,39.360001,211.529999,150.929993,248.610001
11/24/2020,29.23,41.98,218.490005,151.360001,247.429993
11/25/2020,28.99,40.810001,217.610001,151.830002,250.779999
11/27/2020,29.030001,40.189999,216.5,151.600006,258.619995
11/30/2020,28.75,38.130001,210.710007,152.789993,255.429993
12/1/2020,28.870001,38.5,213.009995,152.639999,249.729996
12/2/2020,29.09,39.939999,223.850006,150.520004,251.339996
12/3/2020,29.23,40.209999,237.199997,149.300003,253.429993
12/4/2020,29.540001,41.68,232.710007,148.910004,255.830002
12/7/2020,29.639999,40.900002,238.169998,148.110001,256.929993
12/8/2020,30.809999,42.240002,236.570007,149.449997,251.169998
12/9/2020,31.459999,42.799999,232.059998,148.270004,248.270004
12/10/2020,30.690001,44.009998,234.429993,147.039993,271.779999
12/11/2020,31.01,43.799999,230.330002,147,266.410004
12/14/2020,30.549999,42.220001,228.619995,145.649994,260.940002
12/15/2020,30.58,43.040001,229.5,145.580002,260.940002
12/16/2020,30.290001,43.700001,225.869995,145.429993,267.910004
12/17/2020,29.620001,43.48,221.240005,146.100006,270.049988
12/18/2020,29.4,42.73,219.75,145.949997,273.450012
12/21/2020,29.01,41.950001,219.309998,145.970001,269.630005
12/22/2020,28.4,41.240002,218.779999,144.199997,272.190002
12/23/2020,28.75,41.77,219.690002,143.220001,268.929993
12/24/2020,28.690001,41.599998,217.149994,143.5,267.100006
12/28/2020,28.549999,41.740002,216.089996,145.220001,252.729996
12/29/2020,28.540001,41.27,216.25,144.300003,253.850006
12/30/2020,28.49,41.599998,216.669998,144.179993,256.880005
12/31/2020,28.76,41.220001,214.059998,144.149994,249.960007
1/4/2021,29.440001,41.5,202.720001,146.529999,253.149994
1/5/2021,29.26,43.5,211.630005,145.75,259.25
1/6/2021,29.83,44.610001,211.029999,146.660004,247.860001
1/7/2021,29.91,44.959999,212.710007,146.649994,252.479996
1/8/2021,29.02,45.459999,209.899994,146.630005,263.529999
1/11/2021,28.870001,46.84,206.789993,147.289993,266.109985
1/12/2021,28.75,47.880001,208.410004,148.970001,260.829987
1/13/2021,28.610001,48.419998,207.210007,147.449997,253.509995
1/14/2021,29.290001,50.310001,209.910004,146.970001,248.509995
1/15/2021,29.17,47.889999,204.320007,144.639999,241.279999
1/19/2021,28.950001,48.84,210.710007,143.389999,249.839996
1/20/2021,28.959999,49.529999,211.449997,145.509995,251.619995
1/21/2021,28.83,48.110001,207.410004,144.850006,248.919998
1/22/2021,28.93,47.43,205.839996,146.330002,249.490005
1/25/2021,29.110001,46.900002,203.360001,146.199997,254.800003
1/26/2021,29.75,45.869999,202.059998,147.509995,246.619995
1/27/2021,29.139999,45.349998,194.029999,143.839996,244.5
1/28/2021,28.799999,46.060001,197.229996,143.75,248.240005
1/29/2021,28.629999,44.84,194.190002,140.490005,247.050003
2/1/2021,28.65,44.919998,195.839996,139.270004,259.98999
2/2/2021,28.540001,45.630001,200.940002,140.770004,277.059998
2/3/2021,28.51,47.419998,207.389999,141.199997,277.619995
2/4/2021,28.889999,48.330002,210.639999,142.529999,278.339996
2/5/2021,28.93,49.950001,207.929993,144.360001,277.130005
2/8/2021,28.77,52.099998,211.949997,145.029999,282.209991
2/9/2021,28.620001,50.630001,215.119995,145.830002,283.51001
2/10/2021,28.549999,51.119999,211.919998,144.130005,290.519989
2/11/2021,28.690001,49.84,210.660004,144.020004,295.809998
2/12/2021,28.799999,50.52,210.979996,144.470001,292.809998
2/16/2021,28.969999,52.040001,217.179993,145.660004,279.459991
2/17/2021,29.57,52.849998,215.520004,147.199997,302.160004
2/18/2021,29.23,52.02,208.479996,137.660004,344.119995
2/19/2021,29,52.369999,217.470001,138.339996,353.089996
2/22/2021,29.32,54.299999,212.880005,137.690002,335.829987
2/23/2021,29.18,55.049999,212.119995,135.470001,339.109985
2/24/2021,29.379999,56.700001,229.339996,133.210007,351.170013
2/25/2021,28.629999,55.759998,216.449997,131.949997,333.5
2/26/2021,27.889999,54.369999,212.009995,129.919998,348.570007
3/1/2021,28.09,56.400002,224.389999,131.369995,340.519989
3/2/2021,28.219999,56.07,223.139999,130.110001,342.940002
3/3/2021,28.719999,56.52,228.559998,127.589996,320.670013
