Date,At&t,Xom,BA,Wmt,Wix
12/6/2017,36.110001,82.279999,278.269989,97.279999,51.950001
12/7/2017,36.169998,82.550003,281.970001,96.779999,53.099998
12/8/2017,36.73,82.660004,285.899994,96.550003,53.599998
12/11/2017,36.900002,83.029999,283.160004,96.93,52.950001
12/12/2017,38.099998,82.760002,289.940002,96.699997,55.200001
12/13/2017,38.040001,83.120003,291.839996,97.760002,57.549999
12/14/2017,37.740002,82.900002,293.880005,97.129997,58.549999
12/15/2017,38.240002,83.029999,293.940002,97.110001,58.400002
12/18/2017,38.459999,82.940002,296.140015,97.900002,60.049999
12/19/2017,38.049999,82.440002,297.25,98.800003,60.5
12/20/2017,38.549999,82.870003,297.899994,98.75,60.849998
12/21/2017,38.880001,83.849998,295.029999,98.059998,61.099998
12/22/2017,38.939999,83.970001,295.100006,98.209999,59.549999
12/26/2017,39.060001,83.980003,295.359985,99.160004,60.400002
12/27/2017,38.889999,83.900002,295.619995,99.260002,59.75
12/28/2017,39.18,84.019997,296.350006,99.400002,59.049999
12/29/2017,38.880001,83.639999,294.910004,98.75,57.549999
1/2/2018,38.540001,85.029999,296.839996,98.589996,58
1/3/2018,37.650002,86.699997,297.799988,99.449997,58.299999
1/4/2018,38,86.82,296.670013,99.540001,62.099998
1/5/2018,38.139999,86.75,308.839996,100.129997,60.650002
1/8/2018,38.25,87.139999,310.149994,101.610001,61.049999
1/9/2018,37.490002,86.769997,318.429993,100.389999,61.150002
1/10/2018,36.619999,86.080002,320.26001,99.669998,61.25
1/11/2018,36.48,86.93,328.119995,100.019997,60.900002
1/12/2018,36.900002,87.519997,336.209991,100.870003,61.900002
1/16/2018,36.720001,86.970001,335.160004,100.690002,59.299999
1/17/2018,36.849998,88,351.01001,102.699997,59.400002
1/18/2018,37.150002,87.43,340.160004,104.300003,58.049999
1/19/2018,37.209999,87.150002,337.730011,104.589996,58.099998
1/22/2018,37.869999,88.25,338,105.449997,59.700001
1/23/2018,37.189999,88.300003,335.589996,105.900002,62.150002
1/24/2018,37.02,88.529999,334.690002,105.790001,60.75
1/25/2018,37.450001,88.370003,343.109985,106.599998,61.299999
1/26/2018,37.82,89,343.220001,108.389999,62.400002
1/29/2018,37.259998,88.010002,340.820007,109.550003,62.349998
1/30/2018,37.439999,86.779999,337.709991,107.730003,60.200001
1/31/2018,37.450001,87.300003,354.369995,106.599998,61.049999
2/1/2018,39.16,89.07,356.940002,105.519997,61.75
2/2/2018,38.07,84.529999,348.910004,104.480003,61.450001
2/5/2018,36.630001,79.720001,328.880005,100.089996,60
2/6/2018,36.830002,78.349998,340.910004,100.900002,60.150002
2/7/2018,36.93,76.940002,348.119995,102.849998,59.950001
2/8/2018,35.57,76.07,329.660004,100.019997,58.25
2/9/2018,36.049999,75.779999,332.829987,99.370003,59.650002
2/12/2018,36.369999,76.419998,343.799988,99.550003,63.099998
2/13/2018,36.599998,76.300003,343.160004,100.980003,65.550003
2/14/2018,36.41,76.459999,344.850006,101.699997,71.699997
2/15/2018,37,76.209999,356.459991,103.230003,74.599998
2/16/2018,37.139999,76.540001,355.040009,104.779999,75.599998
2/20/2018,36.77,75.75,353.350006,94.110001,74.849998
2/21/2018,36.310001,74.889999,352.369995,91.519997,77.300003
2/22/2018,36.470001,75.860001,355.920013,92.769997,74.050003
2/23/2018,36.720001,77.529999,356.660004,92.889999,76.099998
2/26/2018,37.459999,78.839996,363.480011,93.120003,76.099998
2/27/2018,36.869999,77.5,364.640015,91.519997,75.550003
2/28/2018,36.299999,75.739998,362.209991,90.010002,75.050003
3/1/2018,36,75.199997,349.690002,89.080002,75.050003
3/2/2018,36.349998,75.550003,344.670013,88.769997,76.800003
3/5/2018,36.700001,76.269997,352.75,89.980003,79.650002
3/6/2018,36.869999,76.18,348.920013,89.059998,79.349998
3/7/2018,36.91,74.260002,347.040009,87.739998,81.75
3/8/2018,37.110001,74.120003,348.730011,87.919998,82.449997
3/9/2018,37.049999,74.559998,354.519989,88.720001,82.449997
3/12/2018,37.360001,75.239998,344.190002,88.07,83.150002
3/13/2018,37.389999,74.529999,338.670013,88.300003,81.699997
3/14/2018,37.029999,73.599998,330.26001,87.669998,83.199997
3/15/2018,37.040001,74.419998,329.980011,87.510002,82.400002
3/16/2018,37,75.120003,330.470001,89.169998,84.25
3/19/2018,36.580002,74.150002,331.76001,87.449997,83.300003
3/20/2018,36.34,73.989998,337.630005,87.949997,86.400002
3/21/2018,36,75.040001,337.100006,88.18,87
3/22/2018,35.369999,73.5,319.609985,87.139999,84.150002
3/23/2018,34.700001,72.889999,321,85.419998,78.800003
3/26/2018,34.689999,74,328.970001,87.5,83.050003
3/27/2018,34.900002,73.699997,321.119995,86.050003,77.650002
3/28/2018,35.560001,72.809998,320.019989,87.769997,76.5
3/29/2018,35.650002,74.610001,327.880005,88.970001,79.550003
4/2/2018,35.099998,73.220001,322.440002,85.550003,77.400002
4/3/2018,35.369999,75.019997,330.820007,86.800003,80.5
4/4/2018,35.880001,74.870003,327.440002,87.220001,82.449997
4/5/2018,36.139999,76.019997,336.399994,87.809998,82.949997
4/6/2018,35.630001,74.870003,326.119995,86.690002,81.900002
4/9/2018,35.169998,74.870003,322.480011,86.279999,81.199997
4/10/2018,35.810001,77.07,334.829987,86.449997,84.550003
4/11/2018,35.25,77.43,327.359985,85.910004,82.849998
4/12/2018,35.16,77.220001,337.480011,85.43,84.849998
4/13/2018,35.139999,77.839996,329.279999,86.019997,84.5
4/16/2018,35.639999,78.540001,331.769989,86.839996,85.599998
4/17/2018,35.360001,78.330002,336.720001,87.900002,88.25
4/18/2018,35.209999,79.220001,341,87.57,89.400002
4/19/2018,34.82,79.419998,340.640015,87.889999,86.449997
4/20/2018,34.669998,79,338.670013,86.980003,85
4/23/2018,34.889999,79.57,338.839996,86.099998,83.300003
4/24/2018,35,78.349998,329.059998,86.529999,81.599998
4/25/2018,35.200001,79.5,342.859985,87.169998,81.75
4/26/2018,33.099998,80.860001,342.790009,87.940002,83.5
4/27/2018,33.040001,77.790001,340.880005,87.290001,81.650002
4/30/2018,32.700001,77.75,333.559998,88.459999,82.25
5/1/2018,32.540001,76.949997,329.540009,87.410004,81.5
5/2/2018,32.060001,76.800003,324.190002,86.339996,83.150002
5/3/2018,31.940001,76.540001,330.690002,86.230003,84.599998
5/4/2018,32.139999,76.900002,334.429993,87.529999,83.650002
5/7/2018,32.040001,77.739998,340.429993,85.470001,85.150002
5/8/2018,31.700001,78.089996,338.369995,85.739998,86.050003
5/9/2018,31.4,79.93,344.5,83.059998,83.425003
5/10/2018,31.879999,81.720001,344.070007,82.690002,83.224998
5/11/2018,32.290001,81.279999,342.459991,83.379997,86.75
5/14/2018,32.189999,81.830002,344.589996,84.389999,84.25
5/15/2018,32.09,81.790001,342.119995,84.519997,82.050003
5/16/2018,32.299999,82.019997,340.970001,86.129997,86.449997
5/17/2018,31.93,81.879997,344.140015,84.489998,87.949997
5/18/2018,32.049999,81.300003,351.230011,83.639999,88.75
5/21/2018,32.59,82.279999,363.920013,84.510002,85.5
5/22/2018,32.43,81.639999,355.019989,83.370003,83.300003
5/23/2018,32.330002,82.150002,359.209991,83.010002,83.599998
5/24/2018,32.779999,80.269997,359,82.849998,84.5
5/25/2018,32.509998,78.709999,360.089996,82.459999,85.75
5/29/2018,32.330002,78.419998,352.480011,82.400002,85.099998
5/30/2018,32.57,81.5,358.190002,84.120003,85.199997
5/31/2018,32.32,81.239998,352.160004,82.540001,86.949997
6/1/2018,32.470001,81.830002,356.720001,82.989998,90
6/4/2018,32.41,80.970001,360.730011,85.419998,91.550003
6/5/2018,32.68,80.68,360.100006,84.620003,94.400002
6/6/2018,33.380001,82.059998,371.559998,84.559998,95.75
6/7/2018,33.810001,82.879997,368.529999,84.949997,92.900002
6/8/2018,33.830002,83.599998,369.5,84.360001,98.25
6/11/2018,34.18,83.099998,370.940002,84.300003,98.199997
6/12/2018,34.349998,82.419998,370.619995,84.099998,98.949997
6/13/2018,32.220001,81.510002,363.850006,84.089996,99.550003
6/14/2018,32.52,81.889999,362.420013,83.790001,103
6/15/2018,33.150002,80.660004,357.880005,83.699997,103.75
6/18/2018,32.189999,80.82,354.73999,83,106
6/19/2018,32.389999,80.699997,341.119995,83.610001,106.5
6/20/2018,32,80.449997,342.690002,83.610001,107.599998
6/21/2018,31.6,79.690002,337.660004,84.209999,105.650002
6/22/2018,31.690001,81.379997,338.910004,84.82,101.949997
6/25/2018,31.709999,79.739998,331.200012,86.470001,97.400002
6/26/2018,31.620001,80.639999,331.299988,85.980003,98.949997
6/27/2018,31.65,81.709999,329.820007,86.889999,96.800003
6/28/2018,32.189999,81.970001,334.649994,85.860001,99.550003
6/29/2018,32.110001,82.730003,335.51001,85.650002,100.300003
7/2/2018,32.209999,81.760002,336.079987,84,102.199997
7/3/2018,32.709999,82.239998,332.929993,84.440002,102
7/5/2018,32.599998,82.309998,333.179993,84.57,104.099998
7/6/2018,32.68,82.330002,334.640015,84.510002,105.300003
7/9/2018,32.150002,82.900002,341.920013,85.93,104.800003
7/10/2018,32.5,83.660004,347.160004,87.209999,104.099998
7/11/2018,31.870001,82.589996,340.600006,86.529999,104.199997
7/12/2018,32.23,82.690002,346.029999,86.519997,108.650002
7/13/2018,31.67,83.309998,350.790009,87.699997,106.699997
7/16/2018,31.9,82.489998,356.100006,87.639999,108.050003
7/17/2018,31.76,82.309998,356.880005,88.190002,109
7/18/2018,31.709999,82.220001,360.230011,88.07,108.75
7/19/2018,31.27,82.010002,355.329987,87.720001,104.650002
7/20/2018,31.1,81.400002,354.899994,88.059998,104.349998
7/23/2018,31,81.400002,353.269989,87.629997,108.900002
7/24/2018,31.68,83.010002,358.269989,87.959999,105.199997
7/25/2018,30.25,83.589996,355.920013,87.900002,110.849998
7/26/2018,30.35,84.239998,359.320007,88.230003,105.849998
7/27/2018,31.08,81.919998,360.649994,88.129997,101.449997
7/30/2018,32,81.739998,351.059998,88.879997,96.949997
7/31/2018,31.969999,81.510002,356.299988,89.230003,95
8/1/2018,31.9,80.389999,352.76001,88.239998,95.349998
8/2/2018,31.85,79.910004,349.730011,88.760002,99.599998
8/3/2018,32.27,80.199997,348.440002,89.599998,98.849998
8/6/2018,32.110001,80.18,346.570007,89.669998,100.300003
8/7/2018,32.400002,81.269997,350.76001,89.769997,102.599998
8/8/2018,32.360001,80.730003,347.779999,90.050003,102.949997
8/9/2018,32.490002,80.32,343.720001,89.010002,106.099998
8/10/2018,32.259998,79.419998,339.410004,90.18,106.199997
8/13/2018,32.209999,78.559998,338.359985,89.639999,104.050003
8/14/2018,32.240002,78.309998,339.140015,90.849998,103.199997
8/15/2018,32.470001,76.940002,331.76001,90.220001,99.650002
8/16/2018,33.09,78,345.980011,98.639999,99.550003
8/17/2018,33.029999,78.260002,346.399994,97.849998,102.25
8/20/2018,33.110001,78.809998,350.73999,96,99.800003
8/21/2018,33.400002,78.830002,353.769989,96.080002,102.099998
8/22/2018,32.68,79.959999,350.029999,95.669998,103.650002
8/23/2018,32.490002,79.080002,347.480011,95.18,105.300003
8/24/2018,32.639999,79.620003,349.380005,94.949997,106.849998
8/27/2018,32.830002,80.400002,353.73999,94.540001,108.599998
8/28/2018,32.669998,80.279999,351.209991,96.07,109.050003
8/29/2018,32.23,80.860001,350.190002,95.639999,109.599998
8/30/2018,31.959999,80.510002,346.899994,96.099998,109.650002
8/31/2018,31.940001,80.169998,342.790009,95.860001,111.099998
9/4/2018,31.860001,80.290001,346.25,95.360001,111.300003
9/5/2018,32.02,81.360001,346.679993,96.620003,106.599998
9/6/2018,32.18,80.459999,351.269989,96.449997,106.300003
9/7/2018,32.119999,81.830002,349.279999,95.830002,108.25
9/10/2018,32.389999,81.709999,341.859985,96.900002,111.650002
9/11/2018,32.669998,82.860001,345.25,96.639999,113.650002
9/12/2018,33.419998,83.129997,353.410004,95.970001,113.949997
9/13/2018,33.68,82.32,355.459991,95.120003,116.099998
9/14/2018,33.599998,82.919998,359.799988,94.589996,115.949997
9/17/2018,33.619999,83.410004,355.959991,94.82,111.150002
9/18/2018,33.720001,83.629997,363.579987,95.43,114.849998
9/19/2018,33.369999,84.629997,365.220001,95.239998,112.449997
9/20/2018,33.439999,84.82,367.459991,95.75,114.099998
9/21/2018,33.779999,85.169998,372.230011,95.900002,113.5
9/24/2018,33.91,86.599998,367.98999,94.919998,112
9/25/2018,33.759998,86.5,367.230011,95.099998,116.300003
9/26/2018,33.349998,85.779999,365.029999,94.589996,115.800003
9/27/2018,33.419998,85.769997,367.390015,94.129997,119
9/28/2018,33.580002,85.019997,371.899994,93.910004,119.699997
10/1/2018,33.490002,85.809998,382.290009,94.400002,114.980003
10/2/2018,33.919998,86.459999,386.369995,95.150002,111.959999
10/3/2018,33.919998,86.150002,392.299988,94.07,114.010002
10/4/2018,34.119999,85.580002,389.98999,94.209999,109.019997
10/5/2018,33.990002,85.339996,386.470001,93.309998,109.269997
10/8/2018,34.110001,86.129997,385.769989,94.690002,100.589996
10/9/2018,33.5,86.510002,385.440002,97.080002,99.580002
10/10/2018,32.849998,84.519997,367.470001,95.760002,94.099998
10/11/2018,31.75,81.599998,358.109985,93.919998,92.120003
10/12/2018,32.25,81.379997,360.109985,94.809998,97.510002
10/15/2018,32.360001,80.82,358.880005,93.82,97.269997
10/16/2018,32.389999,81.199997,368.25,95.809998,102.360001
10/17/2018,32.57,81.5,365.5,96.559998,102.389999
10/18/2018,32.5,81.849998,359.350006,96.169998,97.449997
10/19/2018,32.869999,81.970001,356.26001,97.150002,95
10/22/2018,32.669998,81.150002,355.980011,97.139999,97.980003
10/23/2018,33.02,79.839996,350.049988,97.800003,97.419998
10/24/2018,30.360001,77.620003,354.649994,97.559998,91.550003
10/25/2018,29.98,78.309998,363.769989,99.18,96.699997
10/26/2018,29.09,77.529999,359.269989,98.940002,94.370003
10/29/2018,29.639999,77.050003,335.589996,99.800003,90.519997
10/30/2018,30.469999,78.779999,349.910004,102.419998,91.82
10/31/2018,30.68,79.68,354.859985,100.279999,97.349998
11/1/2018,30.49,80.669998,363.070007,100.580002,101.769997
11/2/2018,30.52,81.949997,357.75,101.339996,101.669998
11/5/2018,30.629999,81.639999,361.980011,102.910004,98.550003
11/6/2018,30.959999,81.989998,366.470001,103.330002,99.550003
11/7/2018,31.1,83.029999,372.019989,104.32,101.910004
11/8/2018,31.040001,81.709999,370.769989,104.879997,101.440002
11/9/2018,30.690001,80.870003,369.339996,105.559998,95.93
11/12/2018,30.780001,79.830002,357.029999,103.870003,88.599998
11/13/2018,30.33,78,349.51001,102.940002,91.309998
11/14/2018,30.51,77.389999,344.720001,101.529999,89.349998
11/15/2018,30.120001,78.190002,341.570007,99.540001,94.989998
11/16/2018,30.290001,78.959999,335.950012,97.690002,96.599998
11/19/2018,30.35,79.220001,320.940002,96.779999,85.040001
11/20/2018,29.42,76.970001,317.700012,94.160004,86.160004
11/21/2018,29.77,77.559998,317.320007,94.169998,86.889999
11/23/2018,29.360001,75.489998,312.320007,95.099998,88.400002
11/26/2018,29.950001,76.980003,316.359985,95.150002,92.279999
11/27/2018,30.440001,77.050003,318.029999,95.040001,89.540001
11/28/2018,30.74,78.449997,333.5,97.459999,94.410004
11/29/2018,30.57,79.059998,342.559998,97.290001,93.510002
11/30/2018,31.24,79.5,346.76001,97.650002,94.18
12/3/2018,31.709999,81.220001,359.959991,98.75,96.470001
12/4/2018,30.73,79.43,342.5,95.809998,93.980003
12/6/2018,30.530001,78.389999,331.899994,94.769997,93.690002
12/7/2018,30.139999,77.639999,323.220001,93.190002,89.419998
12/10/2018,29.91,76.540001,326.350006,93.940002,91.389999
12/11/2018,29.700001,76.68,322.029999,93.849998,92.080002
12/12/2018,30.16,76.019997,326.690002,93.110001,88.669998
12/13/2018,29.91,76.980003,325.470001,92.959999,86.970001
12/14/2018,30.219999,75.580002,318.75,91.849998,87.199997
12/17/2018,29.860001,74.040001,316.130005,90.769997,83.18
12/18/2018,29.75,72,328.059998,91.080002,85.669998
12/19/2018,29.82,70.779999,319.549988,90.550003,85.599998
12/20/2018,28.65,68.629997,313.049988,87.279999,84.919998
12/21/2018,28.309999,68.120003,304.549988,87.129997,82.099998
12/24/2018,27.360001,65.510002,294.160004,85.82,82.669998
12/26/2018,28.08,68.639999,313.929993,90.410004,89.410004
12/27/2018,28.15,68.940002,317.140015,91.589996,90.25
12/28/2018,28.459999,68.169998,316.380005,92.129997,89.419998
12/31/2018,28.540001,68.190002,322.5,93.150002,90.339996
1/2/2019,29.540001,69.690002,323.809998,93.339996,90.650002
1/3/2019,29.58,68.620003,310.899994,92.860001,85.160004
1/4/2019,30.34,71.150002,327.079987,93.440002,91.889999
1/7/2019,30.889999,71.519997,328.109985,94.540001,95.440002
1/8/2019,31.280001,72.040001,340.529999,95.199997,95.910004
1/9/2019,30.1,72.419998,343.829987,94.889999,98.019997
1/10/2019,30.4,72.050003,352.609985,94.959999,99.889999
1/11/2019,30.870001,71.720001,352.899994,94.839996,101.290001
1/14/2019,30.620001,71.629997,350.359985,94.949997,99.290001
1/15/2019,30.6,71.669998,352.23999,96.25,101.339996
1/16/2019,30.559999,71.639999,352.059998,96.349998,101.57
1/17/2019,30.639999,72.129997,359.089996,96.739998,103.910004
1/18/2019,30.959999,72.989998,364.730011,97.730003,104.290001
1/22/2019,30.58,71.889999,357.899994,97.489998,101.870003
1/23/2019,30.889999,71.300003,358.609985,98.709999,102.360001
1/24/2019,30.6,71.400002,358.269989,98.360001,103.900002
1/25/2019,30.66,71.720001,364.200012,96.940002,106.519997
1/28/2019,30.67,71.239998,362.970001,97.059998,105.150002
1/29/2019,30.700001,71.510002,364.910004,96.709999,103.790001
1/30/2019,29.370001,72.290001,387.720001,94.800003,106.989998
1/31/2019,30.059999,73.279999,385.619995,95.830002,109.349998
2/1/2019,30,75.919998,387.429993,93.860001,110.110001
2/4/2019,29.610001,74.82,397,94.769997,110.690002
2/5/2019,29.629999,75.589996,410.179993,95.599998,111.220001
2/6/2019,29.559999,75.260002,411.109985,95.639999,109.82
2/7/2019,29.450001,74.68,405.170013,96.730003,108.099998
2/8/2019,29.549999,73.980003,404.910004,95.580002,111.010002
2/11/2019,29.709999,74.099998,403.950012,96.199997,111.269997
2/12/2019,29.809999,75.400002,410.720001,96.970001,116.129997
2/13/2019,29.84,76.25,410.579987,97.940002,119.410004
2/14/2019,29.790001,76.269997,409.820007,98.519997,119.660004
2/15/2019,30.469999,77.709999,417.970001,99.989998,121.400002
2/19/2019,30.629999,78.230003,416.26001,102.199997,125.75
2/20/2019,30.85,78.529999,421.549988,99.879997,111.110001
2/21/2019,30.83,77.82,417.579987,99.389999,108.68
2/22/2019,31.15,78.419998,424.049988,99.550003,111.959999
2/25/2019,31.129999,78.5,426.869995,99.120003,114.18
2/26/2019,31.219999,78.660004,426.769989,98.690002,114.089996
2/27/2019,31.059999,79.470001,435.440002,98.110001,113.669998
2/28/2019,31.120001,79.029999,439.959991,98.989998,109.25
3/1/2019,30.82,80,440.619995,97.93,109.099998
3/4/2019,29.98,80.309998,432.690002,97.849998,109.029999
3/5/2019,29.950001,80.190002,430.119995,98.339996,107.209999
3/6/2019,29.809999,79.279999,424.459991,98.260002,106.870003
3/7/2019,29.92,80.160004,422.559998,97.449997,107.279999
3/8/2019,29.959999,79.010002,422.540009,97.589996,105.980003
3/11/2019,30.219999,79.779999,400.01001,98.480003,108.150002
3/12/2019,30.629999,80,375.410004,98.370003,108.360001
3/13/2019,30.280001,80.709999,377.140015,99.029999,107.849998
3/14/2019,30.280001,80.440002,373.299988,98.220001,109.269997
3/15/2019,30.67,80.150002,378.98999,98.419998,107.25
3/18/2019,30.799999,81.080002,372.279999,99.660004,107.959999
3/19/2019,30.68,80.870003,373.429993,99.849998,108.889999
3/20/2019,30.51,81.32,376.160004,98.639999,118.120003
3/21/2019,31.059999,81.790001,372.700012,99.059998,122.650002
3/22/2019,31.07,80.480003,362.170013,98.279999,117.980003
3/25/2019,30.77,79.919998,370.459991,98.169998,118.919998
3/26/2019,31.389999,80.959999,370.380005,98.32,121.769997
3/27/2019,31.4,80.339996,374.209991,97.209999,117.400002
3/28/2019,31.01,80.739998,374.440002,97.129997,118.839996
3/29/2019,31.360001,80.800003,381.420013,97.529999,120.830002
4/1/2019,31.950001,81.730003,391.540009,97.82,119.150002
4/2/2019,31.629999,81.379997,390.75,96.940002,119.300003
4/3/2019,31.870001,80.900002,384.73999,97.190002,119.260002
4/4/2019,31.98,82.050003,395.859985,98.110001,118.650002
4/5/2019,32.349998,82.489998,391.929993,98.830002,120.110001
4/8/2019,32.389999,83,374.519989,99.230003,119.360001
4/9/2019,31.75,81.93,369.040009,98.690002,120.339996
4/10/2019,31.879999,81.559998,364.940002,99.599998,122.650002
4/11/2019,32.200001,81.949997,370.160004,100.800003,121.620003
4/12/2019,32.200001,80.919998,379.640015,101.559998,125.019997
4/15/2019,32.02,80.650002,375.459991,102.43,124.980003
4/16/2019,32.25,81.199997,381.720001,102.93,124.480003
4/17/2019,31.950001,81.43,377.519989,103.160004,122.510002
4/18/2019,32.029999,81.129997,380.070007,103.18,122.75
4/22/2019,32.080002,82.900002,375.170013,102.370003,125.68
4/23/2019,32.099998,83.379997,374.019989,103.07,128.25
4/24/2019,30.790001,81.760002,375.459991,103.529999,129.589996
4/25/2019,30.34,82.220001,382.799988,103.519997,129.949997
4/26/2019,30.68,80.489998,380.790009,101.529999,133.520004
4/29/2019,30.879999,79.970001,379.049988,101.559998,133.570007
4/30/2019,30.959999,80.279999,377.690002,102.839996,134.160004
5/1/2019,30.790001,78.669998,376.799988,101.360001,133.429993
5/2/2019,30.620001,77.290001,375.799988,101.150002,136.800003
5/3/2019,30.700001,77.470001,376.459991,102.080002,141.399994
5/6/2019,30.59,77.129997,371.600006,102.459999,142.029999
5/7/2019,30.530001,76.720001,357.230011,101.300003,137.220001
5/8/2019,30.299999,76.839996,359.75,100.300003,140.699997
5/9/2019,30.379999,76.769997,354.130005,99.540001,141.169998
5/10/2019,30.620001,76.559998,354.670013,101.910004,143.360001
5/13/2019,30.469999,75.709999,337.369995,99.889999,137.460007
5/14/2019,31.09,75.809998,343.040009,100.290001,137.509995
5/15/2019,31.25,76.370003,345.640015,99.879997,142.089996
5/16/2019,31.620001,76.360001,353.809998,101.309998,134.860001
5/17/2019,31.799999,75.910004,355.019989,100.860001,139.240005
5/20/2019,32.189999,75.900002,352.790009,101.519997,136.600006
5/21/2019,32.41,76.25,358.75,101.120003,135.809998
5/22/2019,32.279999,75.559998,352.779999,102.230003,136.490005
5/23/2019,32.139999,73.790001,350.549988,101.860001,133.399994
5/24/2019,32.27,74.099998,354.899994,102.669998,134.789993
5/28/2019,31.93,72.610001,354.880005,102.419998,134.759995
5/29/2019,31.91,72.160004,348.799988,102.120003,133.940002
5/30/2019,31.860001,71.970001,349.869995,102.190002,139.520004
5/31/2019,30.58,70.769997,341.609985,101.440002,137.339996
6/3/2019,31.09,71.879997,338.890015,101.959999,133.729996
6/4/2019,31.48,73.589996,344.619995,102.559998,138.179993
6/5/2019,31.68,72.980003,348.75,104.419998,140.940002
6/6/2019,32.099998,74.309998,350.640015,105.110001,141.960007
6/7/2019,32.490002,74.580002,353.700012,106.059998,144.779999
6/10/2019,31.93,74.910004,353.799988,107.519997,146.009995
6/11/2019,32.110001,74.839996,349.329987,107.940002,142.440002
6/12/2019,32.18,74.029999,347.029999,108.82,143.610001
6/13/2019,32.290001,74.68,348.859985,108.650002,143.220001
6/14/2019,32.349998,74.349998,347.160004,109.07,142.940002
6/17/2019,32.299999,75.089996,354.899994,109.160004,145.210007
6/18/2019,32.439999,75.739998,373.959991,109.650002,144.630005
6/19/2019,32.41,75.32,368.559998,109.620003,145.839996
6/20/2019,32.540001,76.610001,374.880005,110.32,149.039993
6/21/2019,32.450001,77.690002,371.839996,111.129997,148.119995
6/24/2019,32.580002,76.949997,373.98999,111.239998,144.110001
6/25/2019,32.549999,76.269997,369.320007,110.720001,139.759995
6/26/2019,32.529999,76.599998,374.940002,110.160004,139.589996
6/27/2019,32.98,75.82,364.019989,110.099998,140.949997
6/28/2019,33.509998,76.629997,364.01001,110.489998,142.100006
7/1/2019,33.43,76.559998,356.459991,110.620003,143.020004
7/2/2019,33.84,75.720001,354.160004,111.599998,144.619995
7/3/2019,33.98,76.440002,354.470001,112.32,143.529999
7/5/2019,34.299999,76.129997,355.859985,111.980003,143.710007
7/8/2019,34.25,76.480003,351.119995,112.720001,144.130005
7/9/2019,33.540001,76.43,353.089996,112.879997,145.270004
7/10/2019,33.759998,77.510002,352.299988,112.980003,145.589996
7/11/2019,33.459999,77.57,359,113.919998,144.75
7/12/2019,33.650002,77.629997,365.329987,114.599998,143.479996
7/15/2019,33.709999,77.080002,361.609985,114.980003,143
7/16/2019,33.580002,75.93,362.75,114.760002,139.470001
7/17/2019,33.259998,75.480003,369.519989,114.599998,141.910004
7/18/2019,33.09,74.839996,361.109985,114.720001,143.100006
7/19/2019,32.790001,74.989998,377.359985,113.900002,145.839996
7/22/2019,32.130001,75.07,373.420013,112.82,145.520004
7/23/2019,32.09,75.370003,373.070007,112.089996,146.100006
7/24/2019,33.240002,75.360001,361.429993,112,151.520004
7/25/2019,33.810001,74.93,348.089996,112.220001,145.470001
7/26/2019,34.150002,74.809998,345,113.019997,149.139999
7/29/2019,34.34,75.339996,340.209991,112.269997,147.419998
7/30/2019,34.18,75.349998,347.459991,112.059998,148.009995
7/31/2019,34.049999,74.360001,341.179993,110.379997,148.520004
8/1/2019,34.119999,72.459999,334.290009,109.379997,149.160004
8/2/2019,34.169998,71.75,339.559998,109.400002,148.589996
8/5/2019,33.490002,70.279999,331.059998,105.82,142.020004
8/6/2019,33.959999,70.959999,332.450012,107.269997,143.240005
8/7/2019,34.060001,70.5,331.380005,108.199997,145.050003
8/8/2019,34.540001,72.379997,336.350006,108.519997,148.110001
8/9/2019,34.540001,70.839996,337.549988,107.279999,148.429993
8/12/2019,34.48,69.629997,332.940002,105.220001,145.990005
8/13/2019,34.860001,70.489998,332.859985,107.410004,149.860001
8/14/2019,34.09,67.650002,320.420013,106.199997,143.179993
8/15/2019,34.34,67.25,328,112.690002,142.199997
8/16/2019,34.970001,68.300003,330.450012,112.989998,143.800003
8/19/2019,35.380001,69.449997,333.779999,113.809998,145.190002
8/20/2019,34.98,69.029999,331.75,112.050003,145.839996
8/21/2019,35.16,69.720001,339.98999,112.019997,147.089996
8/22/2019,35.389999,69.57,354.410004,111.910004,149.839996
8/23/2019,34.82,67.489998,356.01001,110.830002,147.380005
8/26/2019,34.93,67.849998,359.040009,111.989998,146.639999
8/27/2019,34.720001,67.190002,354.730011,112.419998,145.639999
8/28/2019,34.959999,67.68,359.970001,112.720001,139.070007
8/29/2019,35.150002,68.43,362.73999,114.080002,139.699997
8/30/2019,35.259998,68.480003,364.089996,114.260002,140.25
9/3/2019,35.380001,68.559998,354.420013,114.639999,136.940002
9/4/2019,35.720001,69.290001,356.529999,115.910004,136.75
9/5/2019,35.889999,70.269997,360.299988,115.440002,135.940002
9/6/2019,36.25,70.93,363,114.730003,134.809998
9/9/2019,36.790001,71.489998,358.779999,116.330002,134.710007
9/10/2019,37.580002,72.07,369.48999,116.050003,129.880005
9/11/2019,38.740002,71.93,382.940002,116.019997,128.570007
9/12/2019,38.380001,71.980003,375.630005,116.919998,126.400002
9/13/2019,37.91,72.639999,379.76001,117.43,123.809998
9/16/2019,37.310001,73.730003,378.850006,115.57,123.959999
9/17/2019,37.16,73.169998,384.200012,116.510002,125.68
9/18/2019,36.759998,72.82,386.410004,117.160004,124.5
9/19/2019,37.150002,72.330002,384.440002,117.110001,123.550003
9/20/2019,37.91,72.080002,379.390015,116.980003,121.769997
