Date,Close
8/12/2014,16.200001
8/13/2014,16.790001
8/14/2014,16.709999
8/15/2014,16.74
8/18/2014,17.49
8/19/2014,17.450001
8/20/2014,16.9
8/21/2014,17.6
8/22/2014,16.77
8/25/2014,16.92
8/26/2014,16.74
8/27/2014,16.5
8/28/2014,16.23
8/29/2014,16.459999
9/2/2014,16.629999
9/3/2014,16.700001
9/4/2014,16.559999
9/5/2014,16.200001
9/8/2014,16.889999
9/9/2014,16.870001
9/10/2014,16.84
9/11/2014,17.82
9/12/2014,17.98
9/15/2014,17.5
9/16/2014,17.620001
9/17/2014,17.68
9/18/2014,17.540001
9/19/2014,17.440001
9/22/2014,16.610001
9/23/2014,16.549999
9/24/2014,16.540001
9/25/2014,16.129999
9/26/2014,16.07
9/29/2014,16.76
9/30/2014,16.25
10/1/2014,16.68
10/2/2014,16.83
10/3/2014,17.83
10/6/2014,17.5
10/7/2014,16.799999
10/8/2014,17.41
10/9/2014,16.83
10/10/2014,16.52
10/13/2014,16.5
10/14/2014,16.48
10/15/2014,16.639999
10/16/2014,17.780001
10/17/2014,17.219999
10/20/2014,17.15
10/21/2014,17.379999
10/22/2014,16.84
10/23/2014,16.49
10/24/2014,16.27
10/27/2014,16.190001
10/28/2014,16.620001
10/29/2014,16.74
10/30/2014,16.58
10/31/2014,16.99
11/3/2014,17.059999
11/4/2014,16.940001
11/5/2014,17.690001
11/6/2014,17.059999
11/7/2014,17.440001
11/10/2014,17.49
11/11/2014,17.75
11/12/2014,18.98
11/13/2014,20.35
11/14/2014,20.24
11/17/2014,19.940001
11/18/2014,19.969999
11/19/2014,19.99
11/20/2014,20.459999
11/21/2014,21.450001
11/24/2014,21.48
11/25/2014,21.98
11/26/2014,21.76
11/28/2014,21.41
12/1/2014,20.51
12/2/2014,21.08
12/3/2014,21.23
12/4/2014,21.15
12/5/2014,21.77
12/8/2014,21.469999
12/9/2014,21.870001
12/10/2014,21.879999
12/11/2014,21.91
12/12/2014,21.59
12/15/2014,20.940001
12/16/2014,19.540001
12/17/2014,19.9
12/18/2014,20.6
12/19/2014,20.709999
12/22/2014,20.690001
12/23/2014,21.120001
12/24/2014,20.860001
12/26/2014,21.26
12/29/2014,20.799999
12/30/2014,20.83
12/31/2014,21
1/2/2015,21.049999
1/5/2015,20.49
1/6/2015,20.540001
1/7/2015,21.33
1/8/2015,21.33
1/9/2015,20.08
1/12/2015,19.67
1/13/2015,18.74
1/14/2015,18.700001
1/15/2015,18.35
1/16/2015,18.27
1/20/2015,19.1
1/21/2015,18.67
1/22/2015,19.450001
1/23/2015,20.17
1/26/2015,20.32
1/27/2015,20.549999
1/28/2015,19.940001
1/29/2015,20.110001
1/30/2015,19.780001
2/2/2015,18.629999
2/3/2015,18.82
2/4/2015,19.16
2/5/2015,19.26
2/6/2015,19.459999
2/9/2015,18.59
2/10/2015,18.6
2/11/2015,19.209999
2/12/2015,19.1
2/13/2015,18.84
2/17/2015,18.709999
2/18/2015,18.860001
2/19/2015,19.219999
2/20/2015,19.65
2/23/2015,19.209999
2/24/2015,19.02
2/25/2015,18.91
2/26/2015,18.629999
2/27/2015,18.33
3/2/2015,18.23
3/3/2015,17.67
3/4/2015,17.469999
3/5/2015,18.299999
3/6/2015,17.799999
3/9/2015,17.75
3/10/2015,17.67
3/11/2015,17.639999
3/12/2015,17.959999
3/13/2015,17.77
3/16/2015,17.41
3/17/2015,17.709999
3/18/2015,19
3/19/2015,19
3/20/2015,18.959999
3/23/2015,18.940001
3/24/2015,18.67
3/25/2015,18.34
3/26/2015,18.24
3/27/2015,18.379999
3/30/2015,18.790001
3/31/2015,19.16
4/1/2015,18.969999
4/2/2015,19.1
4/6/2015,19.34
4/7/2015,19.450001
4/8/2015,19.76
4/9/2015,20.040001
4/10/2015,20.48
4/13/2015,20.1
4/14/2015,20.82
4/15/2015,20.75
4/16/2015,20.459999
4/17/2015,20.459999
4/20/2015,20.639999
4/21/2015,20.66
4/22/2015,21.02
4/23/2015,20.879999
4/24/2015,20.58
4/27/2015,20.43
4/28/2015,20.49
4/29/2015,20
4/30/2015,19.469999
5/1/2015,20.43
5/4/2015,20.16
5/5/2015,19.709999
5/6/2015,22.459999
5/7/2015,23.52
5/8/2015,23.75
5/11/2015,23.51
5/12/2015,23.6
5/13/2015,23.84
5/14/2015,23.860001
5/15/2015,23.559999
5/18/2015,23.85
5/19/2015,24.65
5/20/2015,25.389999
5/21/2015,25.23
5/22/2015,24.92
5/26/2015,24.280001
5/27/2015,25
5/28/2015,24.950001
5/29/2015,24.91
6/1/2015,24.879999
6/2/2015,24.950001
6/3/2015,25.08
6/4/2015,24.879999
6/5/2015,24.98
6/8/2015,24.879999
6/9/2015,24.77
6/10/2015,24.92
6/11/2015,24.389999
6/12/2015,24.5
6/15/2015,23.629999
6/16/2015,24.469999
6/17/2015,24.08
6/18/2015,24.700001
6/19/2015,24.559999
6/22/2015,24.610001
6/23/2015,24.66
6/24/2015,24.219999
6/25/2015,24.559999
6/26/2015,24.049999
6/29/2015,23.26
6/30/2015,23.620001
7/1/2015,23.58
7/2/2015,23.280001
7/6/2015,23.16
7/7/2015,23.6
7/8/2015,23.190001
7/9/2015,23.27
7/10/2015,23.879999
7/13/2015,23.91
7/14/2015,24.83
7/15/2015,25.85
7/16/2015,25.23
7/17/2015,25.610001
7/20/2015,27.01
7/21/2015,27.139999
7/22/2015,27
7/23/2015,27.389999
7/24/2015,27.059999
7/27/2015,27.200001
7/28/2015,27.030001
7/29/2015,27.01
7/30/2015,27.75
7/31/2015,28
8/3/2015,27.84
8/4/2015,27.4
8/5/2015,22.870001
8/6/2015,21.709999
8/7/2015,21.549999
8/10/2015,22.450001
8/11/2015,22.25
8/12/2015,21.74
8/13/2015,21.92
8/14/2015,22.16
8/17/2015,22.82
8/18/2015,22.32
8/19/2015,22.41
8/20/2015,22.07
8/21/2015,21.950001
8/24/2015,20.98
8/25/2015,20.459999
8/26/2015,20.34
8/27/2015,20.139999
8/28/2015,20.549999
8/31/2015,19.75
9/1/2015,18.9
9/2/2015,19.719999
9/3/2015,19.809999
9/4/2015,19.77
9/8/2015,19.82
9/9/2015,19.68
9/10/2015,19.9
9/11/2015,19.77
9/14/2015,19.620001
9/15/2015,19.65
9/16/2015,19.5
9/17/2015,19.92
9/18/2015,20.27
9/21/2015,19.83
9/22/2015,19.059999
9/23/2015,19.209999
9/24/2015,18.870001
9/25/2015,18.139999
9/28/2015,17.51
9/29/2015,17.280001
9/30/2015,17.42
10/1/2015,17.5
10/2/2015,18.950001
10/5/2015,19.620001
10/6/2015,19.91
10/7/2015,20
10/8/2015,20.129999
10/9/2015,20.24
10/12/2015,20.07
10/13/2015,19.98
10/14/2015,20.030001
10/15/2015,20.879999
10/16/2015,21.299999
10/19/2015,21.26
10/20/2015,21.549999
10/21/2015,21.43
10/22/2015,21.74
10/23/2015,21.83
10/26/2015,22.18
10/27/2015,21.709999
10/28/2015,22.17
10/29/2015,22.02
10/30/2015,22.120001
11/2/2015,23.08
11/3/2015,21.67
11/4/2015,22.629999
11/5/2015,22.74
11/6/2015,23.18
11/9/2015,23.139999
11/10/2015,22.92
11/11/2015,23.059999
11/12/2015,22.950001
11/13/2015,22.73
11/16/2015,22.969999
11/17/2015,23.09
11/18/2015,23.870001
11/19/2015,24.469999
11/20/2015,24.52
11/23/2015,24.67
11/24/2015,23.75
11/25/2015,24.629999
11/27/2015,24.75
11/30/2015,24.85
12/1/2015,25.309999
12/2/2015,25.52
12/3/2015,24.450001
12/4/2015,24.75
12/7/2015,24.4
12/8/2015,24.66
12/9/2015,23.77
12/10/2015,23.82
12/11/2015,22.860001
12/14/2015,22.66
12/15/2015,22.84
12/16/2015,23.35
12/17/2015,22.91
12/18/2015,22.4
12/21/2015,22.41
12/22/2015,22.639999
12/23/2015,22.620001
12/24/2015,22.690001
12/28/2015,22.620001
12/29/2015,22.889999
12/30/2015,22.5
12/31/2015,22.75
1/4/2016,22.51
1/5/2016,22.780001
1/6/2016,23.059999
1/7/2016,22.309999
1/8/2016,21.870001
1/11/2016,21.950001
1/12/2016,22.27
1/13/2016,20.76
1/14/2016,21.15
1/15/2016,21.040001
1/19/2016,20.17
1/20/2016,19.969999
1/21/2016,19.91
1/22/2016,21.02
1/25/2016,20.77
1/26/2016,20.889999
1/27/2016,20.129999
1/28/2016,20.120001
1/29/2016,20.42
2/1/2016,20.42
2/2/2016,19.9
2/3/2016,19.59
2/4/2016,19.49
2/5/2016,18.01
2/8/2016,16.98
2/9/2016,15.85
2/10/2016,17.85
2/11/2016,17.459999
2/12/2016,19.030001
2/16/2016,19.040001
2/17/2016,19.6
2/18/2016,19.450001
2/19/2016,19.75
2/22/2016,19.709999
2/23/2016,19.030001
2/24/2016,19.25
2/25/2016,19
2/26/2016,19.16
2/29/2016,19.23
3/1/2016,19.200001
3/2/2016,20.209999
3/3/2016,20.4
3/4/2016,20.030001
3/7/2016,20.629999
3/8/2016,19.59
3/9/2016,19.98
3/10/2016,20.18
3/11/2016,20.67
3/14/2016,20.280001
3/15/2016,19.59
3/16/2016,20.16
3/17/2016,20.110001
3/18/2016,20
3/21/2016,19.879999
3/22/2016,19.58
3/23/2016,19.59
3/24/2016,19.700001
3/28/2016,19.76
3/29/2016,20
3/30/2016,20.15
3/31/2016,20.27
4/1/2016,20.02
4/4/2016,20.799999
4/5/2016,20.52
4/6/2016,21.24
4/7/2016,21.01
4/8/2016,21.129999
4/11/2016,20.93
4/12/2016,21.280001
4/13/2016,21.4
4/14/2016,22.34
4/15/2016,22.620001
4/18/2016,22.9
4/19/2016,23.299999
4/20/2016,23.940001
4/21/2016,23.959999
4/22/2016,24.34
4/25/2016,24.4
4/26/2016,24.18
4/27/2016,24.35
4/28/2016,24.68
4/29/2016,24.719999
5/2/2016,24.860001
5/3/2016,24.41
5/4/2016,24.959999
5/5/2016,25.4
5/6/2016,25.6
5/9/2016,25.690001
5/10/2016,26.25
5/11/2016,26.51
5/12/2016,26.5
5/13/2016,26.42
5/16/2016,25.889999
5/17/2016,25.35
5/18/2016,25.950001
5/19/2016,25.639999
5/20/2016,26.27
5/23/2016,25.629999
5/24/2016,25.879999
5/25/2016,26.16
5/26/2016,26.24
5/27/2016,26.82
5/31/2016,27.66
6/1/2016,27.23
6/2/2016,27.52
6/3/2016,26.950001
6/6/2016,27.030001
6/7/2016,27.5
6/8/2016,27.950001
6/9/2016,29.139999
6/10/2016,28.889999
6/13/2016,27.75
6/14/2016,28.15
6/15/2016,28.040001
6/16/2016,27.5
6/17/2016,27.209999
6/20/2016,27.76
6/21/2016,27.48
6/22/2016,27.780001
6/23/2016,27.9
6/24/2016,27.5
6/27/2016,27.41
6/28/2016,28.51
6/29/2016,29.959999
6/30/2016,30.35
7/1/2016,30.709999
7/5/2016,30.809999
7/6/2016,30.57
7/7/2016,30.92
7/8/2016,31.469999
7/11/2016,31.700001
7/12/2016,31.809999
7/13/2016,31.48
7/14/2016,31.07
7/15/2016,31.32
7/18/2016,31.450001
7/19/2016,31.18
7/20/2016,31.77
7/21/2016,30.91
7/22/2016,31.07
7/25/2016,31.540001
7/26/2016,31.65
7/27/2016,36.52
7/28/2016,35.91
7/29/2016,35.599998
8/1/2016,35.98
8/2/2016,35.869999
8/3/2016,35.27
8/4/2016,36
8/5/2016,36.169998
8/8/2016,36.990002
8/9/2016,38.110001
8/10/2016,38.380001
8/11/2016,38.700001
8/12/2016,38.700001
8/15/2016,38.360001
8/16/2016,38.130001
8/17/2016,37.66
8/18/2016,38.349998
8/19/2016,38.610001
8/22/2016,38.439999
8/23/2016,39.630001
8/24/2016,40.119999
8/25/2016,40.189999
8/26/2016,40.34
8/29/2016,40.310001
8/30/2016,41.799999
8/31/2016,41.82
9/1/2016,41.880001
9/2/2016,42.349998
9/6/2016,43.259998
9/7/2016,44.439999
9/8/2016,43.580002
9/9/2016,42.18
9/12/2016,42.349998
9/13/2016,41.869999
9/14/2016,43.25
9/15/2016,43.240002
9/16/2016,44.220001
9/19/2016,44.630001
9/20/2016,45.439999
9/21/2016,44.400002
9/22/2016,45.290001
9/23/2016,43.279999
9/26/2016,43.689999
9/27/2016,44.080002
9/28/2016,44.099998
9/29/2016,43.98
9/30/2016,43.43
10/3/2016,43.09
10/4/2016,43.98
10/5/2016,43.84
10/6/2016,43.580002
10/7/2016,43.130001
10/10/2016,43.900002
10/11/2016,43.950001
10/12/2016,44
10/13/2016,43.599998
10/14/2016,43.75
10/17/2016,43.900002
10/18/2016,44.200001
10/19/2016,46.400002
10/20/2016,44.799999
10/21/2016,44.849998
10/24/2016,45.700001
10/25/2016,44.400002
10/26/2016,42.700001
10/27/2016,41.299999
10/28/2016,41.200001
10/31/2016,40
11/1/2016,41
11/2/2016,39.049999
11/3/2016,39
11/4/2016,39.049999
11/7/2016,40.200001
11/8/2016,40.799999
11/9/2016,42.599998
11/10/2016,47.849998
11/11/2016,49.450001
11/14/2016,46.75
11/15/2016,46.099998
11/16/2016,47.150002
11/17/2016,48.650002
11/18/2016,51.400002
11/21/2016,50.950001
11/22/2016,51.450001
11/23/2016,52.099998
11/25/2016,51.549999
11/28/2016,51.049999
11/29/2016,51.049999
11/30/2016,49.5
12/1/2016,47.5
12/2/2016,46.400002
12/5/2016,48.400002
12/6/2016,48.049999
12/7/2016,47.900002
12/8/2016,47.849998
12/9/2016,46.900002
12/12/2016,44.799999
12/13/2016,44.049999
12/14/2016,44.099998
12/15/2016,44.799999
12/16/2016,44.299999
12/19/2016,43.450001
12/20/2016,43.75
12/21/2016,43.5
12/22/2016,43.349998
12/23/2016,43.549999
12/27/2016,43.650002
12/28/2016,43.349998
12/29/2016,44.75
12/30/2016,44.549999
1/3/2017,44.950001
1/4/2017,46.200001
1/5/2017,47
1/6/2017,47.450001
1/9/2017,47.900002
1/10/2017,48.5
1/11/2017,51
1/12/2017,50.349998
1/13/2017,50.650002
1/17/2017,51.049999
1/18/2017,52.5
1/19/2017,54.049999
1/20/2017,53.450001
1/23/2017,53.75
1/24/2017,55.299999
1/25/2017,56.200001
1/26/2017,55.049999
1/27/2017,54.700001
1/30/2017,53.25
1/31/2017,52.549999
2/1/2017,52.25
2/2/2017,51.450001
2/3/2017,52.200001
2/6/2017,51.900002
2/7/2017,51.900002
2/8/2017,52.849998
2/9/2017,54.349998
2/10/2017,53.349998
2/13/2017,52.950001
2/14/2017,52.950001
2/15/2017,61.5
2/16/2017,62.950001
2/17/2017,63.849998
2/21/2017,65.550003
2/22/2017,65.550003
2/23/2017,63.25
2/24/2017,65.050003
2/27/2017,64.050003
2/28/2017,62.299999
3/1/2017,62.75
3/2/2017,62.099998
3/3/2017,61.400002
3/6/2017,62.25
3/7/2017,63.849998
3/8/2017,63.5
3/9/2017,64.300003
3/10/2017,65.900002
3/13/2017,68.099998
3/14/2017,69.25
3/15/2017,68.5
3/16/2017,68.800003
3/17/2017,68.599998
3/20/2017,68.949997
3/21/2017,67.099998
3/22/2017,67.150002
3/23/2017,66
3/24/2017,66.650002
3/27/2017,66.150002
3/28/2017,66.300003
3/29/2017,66.75
3/30/2017,65.849998
3/31/2017,67.900002
4/3/2017,74.75
4/4/2017,75.199997
4/5/2017,75.900002
4/6/2017,76.300003
4/7/2017,76.25
4/10/2017,76.300003
4/11/2017,76.5
4/12/2017,74.599998
4/13/2017,75
4/17/2017,73.400002
4/18/2017,70.550003
4/19/2017,69.699997
4/20/2017,68.900002
4/21/2017,70.599998
4/24/2017,73.599998
4/25/2017,82.25
4/26/2017,82.25
4/27/2017,81.199997
4/28/2017,82.449997
5/1/2017,81.400002
5/2/2017,75.449997
5/3/2017,75.400002
5/4/2017,76.199997
5/5/2017,73.300003
5/8/2017,75.300003
5/9/2017,74.150002
5/10/2017,77.449997
5/11/2017,74.199997
5/12/2017,78.300003
5/15/2017,78.400002
5/16/2017,76.849998
5/17/2017,72.150002
5/18/2017,73.800003
5/19/2017,73.949997
5/22/2017,76.300003
5/23/2017,73.449997
5/24/2017,75.349998
5/25/2017,76.099998
5/26/2017,77.25
5/30/2017,74.75
5/31/2017,73.699997
6/1/2017,73.75
6/2/2017,76.650002
6/5/2017,75.550003
6/6/2017,77.75
6/7/2017,79.449997
6/8/2017,78.849998
6/9/2017,73.75
6/12/2017,70.550003
6/13/2017,73.150002
6/14/2017,70.5
6/15/2017,68.900002
6/16/2017,69.25
6/19/2017,71.849998
6/20/2017,70.75
6/21/2017,72.300003
6/22/2017,72.800003
6/23/2017,76.949997
6/26/2017,72.550003
6/27/2017,71.150002
6/28/2017,73.349998
6/29/2017,69.5
6/30/2017,69.599998
7/3/2017,69.199997
7/5/2017,70.25
7/6/2017,69.300003
7/7/2017,70.300003
7/10/2017,69.400002
7/11/2017,71.400002
7/12/2017,74.150002
7/13/2017,73.849998
7/14/2017,73.849998
7/17/2017,73.900002
7/18/2017,73.099998
7/19/2017,76.150002
7/20/2017,73.199997
7/21/2017,73.099998
7/24/2017,75.650002
7/25/2017,75.949997
7/26/2017,76.849998
7/27/2017,73.599998
7/28/2017,63.900002
7/31/2017,61.700001
8/1/2017,62.349998
8/2/2017,61.650002
8/3/2017,62.75
8/4/2017,60.25
8/7/2017,58.599998
8/8/2017,58.650002
8/9/2017,58.599998
8/10/2017,56.900002
8/11/2017,57.700001
8/14/2017,60.5
8/15/2017,58.150002
8/16/2017,60
8/17/2017,59.799999
8/18/2017,60.150002
8/21/2017,59.049999
8/22/2017,60.650002
8/23/2017,60.650002
8/24/2017,60.950001
8/25/2017,60.200001
8/28/2017,60.549999
8/29/2017,61
8/30/2017,64.050003
8/31/2017,65.099998
9/1/2017,64.449997
9/5/2017,65.800003
9/6/2017,65.150002
9/7/2017,66.150002
9/8/2017,65.300003
9/11/2017,67.199997
9/12/2017,68.349998
9/13/2017,68.150002
9/14/2017,69.050003
9/15/2017,69.550003
9/18/2017,69.800003
9/19/2017,70.150002
9/20/2017,69.199997
9/21/2017,68.650002
9/22/2017,68.400002
9/25/2017,67.050003
9/26/2017,67.349998
9/27/2017,70.099998
9/28/2017,70.599998
9/29/2017,71.849998
10/2/2017,71.400002
10/3/2017,70.800003
10/4/2017,69.150002
10/5/2017,70.300003
10/6/2017,68.900002
10/9/2017,67.900002
10/10/2017,68.449997
10/11/2017,69.449997
10/12/2017,69.5
10/13/2017,68.849998
10/16/2017,68.900002
10/17/2017,69.349998
10/18/2017,69.550003
10/19/2017,68.099998
10/20/2017,69.199997
10/23/2017,69.199997
10/24/2017,69.75
10/25/2017,67.75
10/26/2017,67.550003
10/27/2017,68.199997
10/30/2017,69.849998
10/31/2017,69.800003
11/1/2017,70.5
11/2/2017,70.449997
11/3/2017,69.650002
11/6/2017,70.599998
11/7/2017,69.349998
11/8/2017,60.025002
11/9/2017,56.599998
11/10/2017,55.650002
11/13/2017,55
11/14/2017,53.799999
11/15/2017,54.099998
11/16/2017,56.900002
11/17/2017,56.150002
11/20/2017,55.400002
11/21/2017,54.349998
11/22/2017,55.200001
11/24/2017,54.849998
11/27/2017,56.349998
11/28/2017,55.5
11/29/2017,53.75
11/30/2017,54.900002
12/1/2017,53.700001
12/4/2017,52.349998
12/5/2017,52.200001
12/6/2017,51.950001
12/7/2017,53.099998
12/8/2017,53.599998
12/11/2017,52.950001
12/12/2017,55.200001
12/13/2017,57.549999
12/14/2017,58.549999
12/15/2017,58.400002
12/18/2017,60.049999
12/19/2017,60.5
12/20/2017,60.849998
12/21/2017,61.099998
12/22/2017,59.549999
12/26/2017,60.400002
12/27/2017,59.75
12/28/2017,59.049999
12/29/2017,57.549999
1/2/2018,58
1/3/2018,58.299999
1/4/2018,62.099998
1/5/2018,60.650002
1/8/2018,61.049999
1/9/2018,61.150002
1/10/2018,61.25
1/11/2018,60.900002
1/12/2018,61.900002
1/16/2018,59.299999
1/17/2018,59.400002
1/18/2018,58.049999
1/19/2018,58.099998
1/22/2018,59.700001
1/23/2018,62.150002
1/24/2018,60.75
1/25/2018,61.299999
1/26/2018,62.400002
1/29/2018,62.349998
1/30/2018,60.200001
1/31/2018,61.049999
2/1/2018,61.75
2/2/2018,61.450001
2/5/2018,60
2/6/2018,60.150002
2/7/2018,59.950001
2/8/2018,58.25
2/9/2018,59.650002
2/12/2018,63.099998
2/13/2018,65.550003
2/14/2018,71.699997
2/15/2018,74.599998
2/16/2018,75.599998
2/20/2018,74.849998
2/21/2018,77.300003
2/22/2018,74.050003
2/23/2018,76.099998
2/26/2018,76.099998
2/27/2018,75.550003
2/28/2018,75.050003
3/1/2018,75.050003
3/2/2018,76.800003
3/5/2018,79.650002
3/6/2018,79.349998
3/7/2018,81.75
3/8/2018,82.449997
3/9/2018,82.449997
3/12/2018,83.150002
3/13/2018,81.699997
3/14/2018,83.199997
3/15/2018,82.400002
3/16/2018,84.25
3/19/2018,83.300003
3/20/2018,86.400002
3/21/2018,87
3/22/2018,84.150002
3/23/2018,78.800003
3/26/2018,83.050003
3/27/2018,77.650002
3/28/2018,76.5
3/29/2018,79.550003
4/2/2018,77.400002
4/3/2018,80.5
4/4/2018,82.449997
4/5/2018,82.949997
4/6/2018,81.900002
4/9/2018,81.199997
4/10/2018,84.550003
4/11/2018,82.849998
4/12/2018,84.849998
4/13/2018,84.5
4/16/2018,85.599998
4/17/2018,88.25
4/18/2018,89.400002
4/19/2018,86.449997
4/20/2018,85
4/23/2018,83.300003
4/24/2018,81.599998
4/25/2018,81.75
4/26/2018,83.5
4/27/2018,81.650002
4/30/2018,82.25
5/1/2018,81.5
5/2/2018,83.150002
5/3/2018,84.599998
5/4/2018,83.650002
5/7/2018,85.150002
5/8/2018,86.050003
5/9/2018,83.425003
5/10/2018,83.224998
5/11/2018,86.75
5/14/2018,84.25
5/15/2018,82.050003
5/16/2018,86.449997
5/17/2018,87.949997
5/18/2018,88.75
5/21/2018,85.5
5/22/2018,83.300003
5/23/2018,83.599998
5/24/2018,84.5
5/25/2018,85.75
5/29/2018,85.099998
5/30/2018,85.199997
5/31/2018,86.949997
6/1/2018,90
6/4/2018,91.550003
6/5/2018,94.400002
6/6/2018,95.75
6/7/2018,92.900002
6/8/2018,98.25
6/11/2018,98.199997
6/12/2018,98.949997
6/13/2018,99.550003
6/14/2018,103
6/15/2018,103.75
6/18/2018,106
6/19/2018,106.5
6/20/2018,107.599998
6/21/2018,105.650002
6/22/2018,101.949997
6/25/2018,97.400002
6/26/2018,98.949997
6/27/2018,96.800003
6/28/2018,99.550003
6/29/2018,100.300003
7/2/2018,102.199997
7/3/2018,102
7/5/2018,104.099998
7/6/2018,105.300003
7/9/2018,104.800003
7/10/2018,104.099998
7/11/2018,104.199997
7/12/2018,108.650002
7/13/2018,106.699997
7/16/2018,108.050003
7/17/2018,109
7/18/2018,108.75
7/19/2018,104.650002
7/20/2018,104.349998
7/23/2018,108.900002
7/24/2018,105.199997
7/25/2018,110.849998
7/26/2018,105.849998
7/27/2018,101.449997
7/30/2018,96.949997
7/31/2018,95
8/1/2018,95.349998
8/2/2018,99.599998
8/3/2018,98.849998
8/6/2018,100.300003
8/7/2018,102.599998
8/8/2018,102.949997
8/9/2018,106.099998
8/10/2018,106.199997
8/13/2018,104.050003
8/14/2018,103.199997
8/15/2018,99.650002
8/16/2018,99.550003
8/17/2018,102.25
8/20/2018,99.800003
8/21/2018,102.099998
8/22/2018,103.650002
8/23/2018,105.300003
8/24/2018,106.849998
8/27/2018,108.599998
8/28/2018,109.050003
8/29/2018,109.599998
8/30/2018,109.650002
